lineNo,section,likelyMultiPoint,text
1595,driver,false,"- Trip route tracking"
1596,driver,false,""
1597,driver,false,"### 8. कैंसलेशन और पेनल्टी (Cancellation & Penalty)"
1598,driver,false,"- बुकिंग cancelled नहीं होगी (Driver cannot cancel easily)"
1599,driver,false,"- High penalty for driver cancellation"
1600,driver,false,"- Valid cancellation reasons"
1601,driver,false,"- Cancellation impact on rating"
1602,driver,false,"- Multiple cancellation = temporary block"
1603,driver,false,""
1604,driver,false,"### 9. अर्निंग्स और पेमेंट (Earnings & Payment)"
1605,driver,false,"- खर्च डिटेल - Expense details"
1606,driver,false,"- Today's earnings"
1607,driver,false,"- Weekly earnings"
1608,driver,false,"- Monthly earnings"
1609,driver,false,"- Trip-wise earning breakdown"
1610,driver,false,"- Commission structure (80% driver, 20% platform)"
1611,driver,false,"- Pending payments (cash collected from customers)"
1612,driver,false,"- Withdrawal request option"
1613,driver,false,"- Bank transfer (3-5 business days)"
1614,driver,false,"- Payment history"
1615,driver,false,"- Earnings report (PDF/Excel download)"
1616,driver,false,""
1617,driver,false,"### 10. रेटिंग और फीडबैक (Rating & Feedback)"
1618,driver,false,"- Overall driver rating (1-5 stars)"
1619,driver,false,"- Customer reviews display"
1620,driver,false,"- Rating breakdown"
1621,driver,false,"- Performance metrics"
1622,driver,false,"- Tips received from customers"
1623,driver,false,"- Badges and rewards for good performance"
1624,driver,false,"- Driver of the Month leaderboard"
1625,driver,false,""
1626,driver,false,"### 11. वाहन मेंटेनेंस ट्रैकिंग (Vehicle Maintenance)"
1627,driver,false,"- Kilometer tracking (daily/total)"
1628,driver,false,"- Service alert at 10,000 KM"
1629,driver,false,"- Last service date"
1630,driver,false,"- Next service due date"
1631,driver,false,"- Maintenance log/history"
1632,driver,false,"- Expense tracking (fuel, repairs)"
1633,driver,false,"- टाइम और किलोमीटर का ऑप्शन - Time and kilometer option"
1634,driver,false,""
1635,driver,false,"### 12. डॉक्यूमेंट एक्सपायरी अलर्ट (Document Expiry Alerts)"
1636,driver,false,"- RC expiry alert (15 days before)"
1637,driver,false,"- Insurance expiry alert (15 days before)"
1638,driver,false,"- License renewal reminder"
1639,driver,false,"- Pollution certificate reminder"
1640,driver,false,"- Auto-block if documents expire"
1641,driver,false,"- Renewal notification"
1642,driver,false,""
1643,driver,false,"### 13. ड्राइवर सपोर्ट (Driver Support)"
1644,driver,false,"- Help center"
1645,driver,false,"- Report technical issues"
1646,driver,false,"- Emergency support (accident, breakdown)"
1647,driver,false,"- Legal support"
1648,driver,false,"- Training resources"
1649,driver,false,"- Community forum"
1650,driver,false,"- Chat with admin"
1651,driver,false,""
1652,driver,false,"### 14. अतिरिक्त फीचर्स (Additional Features)"
1653,driver,false,"- Driver availability status (online/offline)"
1654,driver,false,"- Driver dashboard with stats"
1655,driver,false,"- Earnings calculator"
1656,driver,false,"- Fuel expense tracker"
1657,driver,false,"- ड्राइवर के लिए किस कानूनी नियम व शर्ते जो लागू हो सके - Legal rules and terms for drivers"
1658,driver,false,"- Family Insurance Fund (health insurance for driver's family from trip earnings)"
1659,driver,false,"- Driver loyalty rewards program"
1660,driver,false,""
1661,driver,false,"---"
1662,driver,false,""
1663,admin,false,"## SECTION C: ADMIN PORTAL (एडमिन पोर्टल)"
1664,admin,false,""
1665,admin,false,"### 1. डैशबोर्ड (Main Dashboard)"
1666,admin,true,"- Real-time statistics (bookings, revenue, active drivers)"
1667,admin,false,"- Today's total bookings"
1668,admin,false,"- Today's revenue"
1669,admin,false,"- Active drivers count"
1670,admin,false,"- Active customers count"
1671,admin,false,"- Pending verifications"
1672,admin,false,"- Recent activities timeline"
1673,admin,false,"- Revenue charts (daily/weekly/monthly)"
1674,admin,false,"- Heat map (high demand areas in Rajasthan)"
1675,admin,false,"- Live map with all active taxis GPS location"
1676,admin,false,""
1677,admin,false,"### 2. बुकिंग मैनेजमेंट (Booking Management)"
1678,admin,false,"- All bookings list (pending/confirmed/completed/cancelled)"
1679,admin,true,"- Filter by date, customer, driver, status"
1680,admin,false,"- Search bookings"
1681,admin,false,"- View complete booking details"
1682,admin,false,"- Manual driver assignment (if AI fails)"
1683,admin,false,"- Fare adjustment option"
1684,admin,false,"- Cancel bookings"
1685,admin,false,"- Refund processing"
1686,admin,false,"- Booking reports (PDF/Excel)"
1687,admin,false,"- Export data"
1688,admin,false,""
1689,admin,false,"### 3. ड्राइवर मैनेजमेंट (Driver Management)"
1690,admin,false,"- All drivers list"
1691,admin,false,"- Filter: Active/Pending/Blocked drivers"
1692,admin,false,"- Driver profile view (complete details)"
1693,admin,false,"- Document verification center"
1694,admin,true,"- View/Download documents (DL, RC, Insurance, etc.)"
1695,admin,false,"- Approve/Reject new drivers"
1696,admin,false,"- Block/Unblock drivers"
1697,admin,false,"- Security deposit tracking (Rs. 5000 per driver total balance)"
1698,admin,false,"- 3-month verification period tracking"
1699,admin,false,"- Auto-unblock after 90 days"
1700,admin,false,"- Driver performance analytics"
1701,admin,false,"- Rating and reviews management"
1702,admin,false,"- Payout processing"
1703,admin,false,""
1704,admin,false,"### 4. कस्टमर मैनेजमेंट (Customer Management)"
1705,admin,false,"- All customers list"
1706,admin,false,"- Customer profile details"
1707,admin,false,"- Booking history per customer"
1708,admin,false,"- Wallet balance management"
1709,admin,false,"- Block/Unblock problematic users"
1710,admin,false,"- Refund management"
1711,admin,false,"- Customer complaints view"
1712,admin,false,"- Activity tracking"
1713,admin,false,""
1714,admin,false,"### 5. पेमेंट और फाइनेंस (Payment & Financial Management)"
1715,admin,false,"- All transactions list"
1716,admin,false,"- Revenue analytics (real-time data)"
1717,admin,false,"- Daily/Weekly/Monthly revenue breakdown"
1718,admin,false,"- Payment gateway status"
1719,admin,false,"- Pending settlements with drivers"
1720,admin,false,"- Refund queue processing"
1721,admin,false,"- Commission tracking (20% platform fee)"
1722,admin,true,"- **Affiliate Commission (होटल, रेस्टोरेंट और हैंडीक्राफ्ट शॉप्स से आने वाले कमीशन)**"
1723,admin,false,"- Hotel booking commission tracking"
1724,admin,false,"- Restaurant referral commission"
1725,admin,false,"- Shop referral earnings"
1726,admin,false,"- Commission split (admin and driver share)"
1727,admin,false,"- **Donation Report (दान के लिए इकट्ठा हुए पैसों का अलग हिसाब)**"
1728,admin,false,"- Donation wallet separate tracking"
1729,admin,false,"- Donation usage reports"
1730,admin,false,"- Emergency fund management"
1731,admin,false,"- **Cancellation Earnings (ग्राहकों से कटे हुए कैंसलेशन चार्ज)**"
1732,admin,false,"- Cancellation charges collected from customers"
1733,admin,false,"- Driver penalties collected"
1734,admin,false,"- GST/Tax reports (auto-calculation for every trip)"
1735,admin,false,"- Profit/Loss statements"
1736,admin,false,"- Financial reports export"
1737,admin,false,""
1738,admin,false,"### 6. AI और ऑटो-कंट्रोल (AI & Auto-Control Features)"
1739,admin,false,"- **AI Auto-Dispatch System**"
1740,admin,true,"  - Automatic driver assignment based on distance, rating, vehicle availability"
1741,admin,false,"  - Success rate tracking"
1742,admin,false,"  - Fallback logic configuration"
1743,admin,false,"  "
1744,admin,false,"- **Demand Prediction (डिमांड प्रेडिक्शन)**"
1745,admin,false,"  - City-wise demand forecast"
1746,admin,false,"  - Historical data analysis"
1747,admin,false,"  - Festival season prediction"
1748,admin,false,"  - 7-day advance forecast"
1749,admin,false,"  - Peak hours identification"
1750,admin,false,"  "
1751,admin,false,"- **Smart Fare Control (स्मार्ट फेयर कंट्रोल)**"
1752,admin,false,"  - Dynamic pricing based on demand"
1753,admin,false,"  - Auto-increase fare during high demand"
1754,admin,false,"  - Auto-decrease fare during low demand"
1755,admin,false,"  - Peak hours surge pricing configuration"
1756,admin,false,"  - Competitor pricing tracking"
1757,admin,false,"  "
1758,admin,false,"- **Driver Health Monitoring (ड्राइवर हेल्थ मॉनिटरिंग)**"
1759,admin,false,"  - Continuous driving time tracking"
1760,admin,false,"  - Fatigue detection (4+ hours continuous driving alert)"
1761,admin,false,"  - Over-speeding reports"
1762,admin,false,"  - Night driving limits"
1763,admin,false,"  - Mandatory break enforcement"
1764,admin,false,"  - Performance degradation alerts"
1765,admin,false,"  "
1766,admin,false,"- **Auto-Block System (ऑटो-ब्लॉक सिस्टम)**"
1767,admin,false,"  - 3-month verification rule tracking"
1768,admin,false,"  - Auto-block drivers with expired documents"
1769,admin,false,"  - Auto-block low-rated drivers (below 3 stars)"
1770,admin,false,"  - Complaint-based auto-investigation"
1771,admin,false,"  - Auto-unblock after document renewal"
1772,admin,false,"  - Admin override option"
1773,admin,false,""
1774,admin,false,"### 7. फ्रॉड डिटेक्शन (Fraud Detection & Prevention)"
1775,admin,false,"- **Wallet Fraud Alert (वॉलेट फ्रॉड अलर्ट)**"
1776,admin,false,"  - Suspicious transaction detection"
1777,admin,false,"  - Auto wallet freeze on fraud suspicion"
1778,admin,false,"  - Pattern recognition for unusual activities"
1779,admin,false,"  - Multiple account detection"
1780,admin,false,"  - Fake booking detection"
1781,admin,false,"  - AI-based document verification"
1782,admin,false,"  - Admin alerts for suspicious activities"
1783,admin,false,""
1784,admin,false,"### 8. सेफ्टी और मॉनिटरिंग (Safety & Live Monitoring)"
1785,admin,false,"- **Live Map (लाइव मैप)**"
1786,admin,false,"  - All active taxis real-time GPS location on single screen"
1787,admin,false,"  - Route tracking"
1788,admin,false,"  - Speed monitoring"
1789,admin,false,"  "
1790,admin,false,"- **Emergency SOS System (इमरजेंसी अलर्ट)**"
1791,admin,false,"  - Instant alert when customer/driver presses SOS"
1792,admin,false,"  - Siren notification to admin"
1793,admin,false,"  - GPS location of emergency"
1794,admin,false,"  - Quick action panel"
1795,admin,false,"  - Police coordination system"
1796,admin,false,"  "
1797,admin,false,"- **Heat Map (हीट मैप)**"
1798,admin,false,"  - District-wise pending bookings visualization"
1799,admin,false,"  - High-demand area identification"
1800,admin,false,"  - Resource allocation suggestions"
1801,admin,false,"  "
1802,admin,false,"- **Virtual Escort (वर्चुअल एस्कॉर्ट)**"
1803,admin,false,"  - Special monitoring for solo female travelers"
1804,admin,false,"  - International tourist trip tracking"
1805,admin,false,"  - Step-by-step trip monitoring"
1806,admin,false,"  - Route deviation alerts"
1807,admin,false,"  - Incident reporting"
1808,admin,false,"  - Insurance claim processing"
1809,admin,false,""
1810,admin,false,"### 9. कंटेंट मैनेजमेंट (Content Management System)"
1811,admin,false,"- **Tourist Places Management**"
1812,admin,false,"  - Add/Edit/Delete Rajasthan tourist places"
1813,admin,false,"  - Upload historical information"
1814,admin,false,"  - Update timings, entry fees"
1815,admin,false,"  - Photo gallery management"
1816,admin,false,"  - Temple aarti timings update"
1817,admin,false,"  - Best time to visit information"
1818,admin,false,"  "
1819,admin,false,"- **Partner Management (पार्टनर और वेंडर मैनेजमेंट)**"
1820,admin,false,"  - Hotel database management"
1821,admin,false,"  - Hotel/Shop rating tracking (ग्राहकों ने किस होटल को सबसे ज्यादा पसंद किया)"
1822,admin,false,"  - Restaurant recommendations list"
1823,admin,false,"  - Shopping guide (handicraft shops)"
1824,admin,false,"  - Vendor agreement tracking"
1825,admin,false,"  - Agreement expiry alerts"
1826,admin,false,"  - Commission rate management"
1827,admin,false,"  - Partner performance analytics"
1828,admin,false,"  "
1829,admin,false,"- **Suggestions Engine (सुझाव इंजन)**"
1830,admin,false,"  - Edit best hotels list shown to customers"
1831,admin,false,"  - Edit best shops list"
1832,admin,false,"  - Recommendation algorithm tuning"
1833,admin,false,"  - Featured partners management"
1834,admin,false,""
1835,admin,false,"### 10. प्रोमो कोड मैनेजमेंट (Promo Code Management)"
1836,admin,false,"- Create new promo codes"
1837,admin,false,"- Set discount (percentage or flat)"
1838,admin,false,"- Validity period setting"
1839,admin,false,"- Usage limit configuration"
1840,admin,false,"- Per-user limit"
1841,admin,false,"- Target specific users or all"
1842,admin,false,"- Seasonal offers creation"
1843,admin,false,"- Referral program settings"
1844,admin,false,"- Usage analytics"
1845,admin,false,"- Active/Inactive toggle"
1846,admin,false,""
1847,admin,false,"### 11. वाहन और किराया सेटिंग्स (Vehicle & Fare Settings)"
1848,admin,false,"- Vehicle types management"
1849,admin,false,"- Base fare per vehicle type"
1850,admin,false,"- Per KM rate setting"
1851,admin,false,"- Minimum fare configuration"
1852,admin,false,"- GST rate setting"
1853,admin,false,"- Peak hours pricing"
1854,admin,false,"- Route-based package pricing"
1855,admin,false,"- Surge pricing rules"
1856,admin,false,"- Fare calculator configuration"
1857,admin,false,""
1858,admin,false,"### 12. रिपोर्ट्स और एनालिटिक्स (Reports & Analytics)"
1859,admin,false,"- Daily/Weekly/Monthly reports"
1860,admin,false,"- Revenue reports"
1861,admin,false,"- Booking trends analysis"
1862,admin,false,"- Driver performance reports"
1863,admin,false,"- Customer analytics"
1864,admin,false,"- Most popular routes"
1865,admin,false,"- Peak hours analysis"
1866,admin,false,"- Conversion rate tracking"
1867,admin,false,"- Export to PDF/Excel"
1868,admin,false,""
1869,admin,false,"### 13. सपोर्ट टिकट मैनेजमेंट (Support & Ticket Management)"
1870,admin,false,"- All support tickets (customers + drivers)"
1871,admin,false,"- Ticket priority (High/Medium/Low)"
1872,admin,false,"- Assign to team members"
1873,admin,false,"- Status tracking (Open/In-Progress/Resolved)"
1874,admin,false,"- Response time monitoring"
1875,admin,false,"- Live chat system"
1876,admin,false,"- Email response integration"
1877,admin,false,"- FAQ management"
1878,admin,false,""
1879,admin,false,"### 14. सेटिंग्स और कॉन्फ़िगरेशन (Settings & Configuration)"
1880,admin,false,"- Admin user management"
1881,admin,false,"- Role-based access control"
1882,admin,false,"- Payment gateway settings"
1883,admin,false,"- SMS/Email notification templates"
1884,admin,false,"- Platform commission percentage"
1885,admin,false,"- Cancellation policy settings"
1886,admin,false,"- Refund rules configuration"
1887,admin,false,"- System logs viewing"
1888,admin,false,"- Backup and restore"
1889,admin,false,""
1890,admin,false,"### 15. AI मार्केटिंग ऑटोमेशन (AI Marketing Automation)"
1891,admin,false,"- **Predictive Booking (पूर्वानुमान बुकिंग)**"
1892,admin,false,"  - Historical pattern analysis"
1893,admin,false,"  - Last year same date comparison"
1894,admin,false,"  - Festival season predictions"
1895,admin,true,"  - Fleet requirement forecasting (e.g., ""50 और गाड़ियों की जरूरत पड़ेगी"")"
1896,admin,false,"  "
1897,admin,false,"- **Auto-Offer System (ऑटो-ऑफर सिस्टम)**"
1898,admin,false,"  - Idle vehicle detection (2 hours empty)"
1899,admin,false,"  - Auto-send 10% discount to nearby customers"
1900,admin,false,"  - Smart notification targeting"
1901,admin,false,"  "
1902,admin,false,"- **Re-engagement Campaigns**"
1903,admin,false,"  - Inactive user identification"
1904,admin,false,"  - Personalized offer generation"
1905,admin,false,"  - Automated email/SMS campaigns"
1906,admin,false,""
1907,admin,false,"### 16. स्मार्ट रूट ऑप्टिमाइजेशन (Smart Route Optimization)"
1908,admin,false,"- **Multi-Point Routing**"
1909,admin,false,"  - Same direction booking clubbing"
1910,admin,false,"  - Carpool suggestion (2 bookings in 1 big vehicle)"
1911,admin,false,"  - Fuel saving calculation"
1912,admin,false,"  - Profit increase projection"
1913,admin,false,"  "
1914,admin,false,"- **Return Trip Logic**"
1915,admin,false,"  - Identify empty return trips"
1916,admin,false,"  - Auto-suggest return bookings"
1917,admin,false,"  - Route optimization for return journey"
1918,admin,false,"  - Driver positioning strategy"
1919,admin,false,""
1920,admin,false,"### 17. इन्वेंटरी और एसेट मैनेजमेंट (Inventory & Asset Management)"
1921,admin,false,"- All vehicles tracking"
1922,admin,false,"- Kilometer-wise service alerts"
1923,admin,false,"- Service history per vehicle"
1924,admin,false,"- Maintenance schedule management"
1925,admin,false,"- Tire change reminders"
1926,admin,false,"- Document expiry tracking (bulk view)"
1927,admin,false,"- Vehicle status (Active/Under Maintenance/Blocked)"
1928,admin,false,"- Fleet performance analytics"
1929,admin,false,""
1930,admin,false,"### 18. इंटरनेशनल फीचर्स (International Features)"
1931,admin,false,"- **Language Bridge**"
1932,admin,false,"  - Real-time translation system (Hindi ↔ English ↔ German ↔ French ↔ Spanish)"
1933,admin,false,"  - Live chat translation"
1934,admin,false,"  - Voice translation support"
1935,admin,false,"  "
1936,admin,false,"- **Cultural Guide AI**"
1937,admin,false,"  - Location-triggered audio history (automatic play near forts/temples)"
1938,admin,false,"  - Multi-language audio content"
1939,admin,false,"  - Historical facts and stories"
1940,admin,false,"  - Photo spot suggestions"
1941,admin,false,"  - Cultural etiquette information"
1942,admin,false,""
1943,admin,false,"### 19. ड्राइवर रिटेंशन (Driver Loyalty & Retention)"
1944,admin,false,"- **Driver Leaderboard**"
1945,admin,false,"  - Top drivers by rating"
1946,admin,false,"  - Top drivers by trips"
1947,admin,false,"  - ""Driver of the Month"" badge"
1948,admin,false,"  - Automatic bonus allocation"
1949,admin,false,"  - Public recognition"
1950,admin,false,"  "
1951,admin,false,"- **Family Insurance Fund**"
1952,admin,false,"  - Auto-deduct small amount from each trip"
1953,admin,false,"  - Health insurance for driver families"
1954,admin,false,"  - Fund balance tracking"
1955,admin,false,"  - Claim processing"
1956,admin,false,""
1957,admin,false,"### 20. कंप्लायंस और लीगल (Compliance & Legal)"
1958,admin,false,"- Tax calculation and reports"
1959,admin,false,"- GST filing reports"
1960,admin,false,"- Government compliance tracking"
1961,admin,false,"- Driver verification records"
1962,admin,false,"- Insurance tracking"
1963,admin,false,"- Legal document repository"
1964,admin,false,"- Emergency fund management (separate from donation)"
1965,admin,false,"- Accident support fund"
1966,admin,false,""
1967,admin,false,"---"
1968,admin,false,""
1969,additional,false,"## SECTION D: अतिरिक्त फीचर्स (ADDITIONAL FEATURES)"
1970,additional,false,""
1971,additional,false,"### 1. वेबसाइट कंटेंट (Website Content Sections)"
1972,additional,false,"- Why come back again section"
1973,additional,false,"- Why trust us section"
1974,additional,false,"- Real trip photos gallery (असली अमीरता)"
1975,additional,false,"- Trip before preview (unique feature)"
1976,additional,false,"- Emotional connect storytelling"
1977,additional,false,"- Conversion-optimized design"
1978,additional,false,"- Social proof (testimonials)"
1979,additional,false,"- ""Experience, not Ride"" section"
1980,additional,false,"- Payment & money trust indicators"
1981,additional,false,"- International customer का सबसे बड़ा डर: 'SAFE है बस पेज ही फोटो है' (Safety assurance)"
1982,additional,false,""
1983,additional,false,"### 2. कम्युनिकेशन (Communication Features)"
1984,additional,true,"- Language support (Hindi, English, Rajasthani, German, French, Spanish)"
1985,additional,false,"- Multi-language customer support"
1986,additional,false,"- SMS notifications"
1987,additional,false,"- Email notifications"
1988,additional,false,"- Push notifications"
1989,additional,false,"- WhatsApp integration"
1990,additional,false,"- In-app chat system"
1991,additional,false,""
1992,additional,false,"### 3. एनालिटिक्स और ट्रैकिंग (Analytics & Tracking)"
1993,additional,false,"- Google Analytics integration"
1994,additional,false,"- Firebase Analytics"
1995,additional,false,"- User behavior tracking"
1996,additional,false,"- Conversion funnel analysis"
1997,additional,false,"- A/B testing capability"
1998,additional,false,"- Heat map tracking"
1999,additional,false,"- Session recording (optional)"
2000,additional,false,""
2001,additional,false,"### 4. सिक्योरिटी (Security Features)"
2002,additional,false,"- SSL certificate (HTTPS)"
2003,additional,false,"- Data encryption"
2004,additional,false,"- Secure payment gateway"
2005,additional,false,"- Two-factor authentication (optional)"
2006,additional,false,"- Role-based access control"
2007,additional,false,"- Activity logging"
2008,additional,false,"- Backup and disaster recovery"
2009,additional,false,"- GDPR compliance (for international users)"
2010,additional,false,"- Privacy policy"
2011,additional,false,"- Terms and conditions"
2012,additional,false,""
2013,additional,false,"### 5. परफॉर्मेंस (Performance Optimization)"
2014,additional,false,"- Fast loading speed"
2015,additional,false,"- Mobile responsive design"
2016,additional,false,"- Progressive Web App (PWA)"
2017,additional,false,"- Offline support (limited)"
2018,additional,false,"- Image optimization"
2019,additional,false,"- Code minification"
2020,additional,false,"- CDN integration"
2021,additional,false,"- Caching strategy"
2022,additional,false,""
2023,additional,false,"---"
2024,additional,false,""
2025,additional,false,""
2026,additional,false,"**********************************************************************************************************"
2027,additional,false,""
2028,additional,false,""
2029,driver,false,"Driver portel"
2030,driver,false,"Bahut kam commission or upar dikhaya jaye  ki dusari company se nam matra commission kata jayega"
2031,driver,false," Vehicle detials full verify"
2032,driver,false,"Driver details full verified "
2033,driver,false,"Language all lang option "
2034,driver,false,"Driver photo add option "
2035,driver,false,""
2036,driver,false,""
2037,driver,false,""
2038,customer,false,"Customer portal "
2039,customer,false,"Fare eastimate real calculate "
2040,customer,false,"Timeming ke anusar auto bill ganaret ho"
2041,customer,false,"Km ke anusar bill automatic generating ho"
2042,customer,true,"Ride type me sabhi gadiya k naam jese sedan , suv,innova,cresta,other sabhi ke name"
2043,customer,false,"One way or out station day rental or airport pickup or round trip city local trip or side seen "
2044,customer,false,"Career option sabhi no wala bhi add kena "
2045,customer,false,"fuel option"
2046,customer,false,"Pickup location to drop location auto generate kilomiter hona chahiye "
2047,customer,false,"Customer emergency option police or ambulance dono option hone chahiye "
2048,customer,false,"Customer k liya toll parking night charge extra customer ko phela hi dekhna chahiye "
2049,customer,false,"Cancellation refund ka option "
2050,customer,false,"Advance payment option "
2051,customer,false,"Or cash ka bhi option "
2052,customer,false,"80km speed ka rules dikhna chahiye "
2053,customer,false,"Costumer ke liye booking payment offer karne ka option jisase customer saggese kar sake ki me ye payment kar sakta hu"
2054,customer,false,""
2055,admin,false,"Admin portal "
2056,admin,false,"In tino portal ko aapas me connect karna hai jisase jisme keval costumer jab booking dale tab admin or driver dono ke paas notification mile "
2057,admin,false,"Time time se alrt milana chahiye sabhi ficher ke"
2058,admin,false,"Costumer or driver v sabhi ka control admin ke paas ho "
2059,admin,false,"Or isme jitana ho sake utne sabhi ai system dalne hai"
2060,admin,false,"Sabhi portal me adhik se adhik ai system dalne hai"
2061,admin,false,"Or puri website automatic banani hai"
2062,admin,false,"Or hamari website ko international brand ke rup me banani hai us hisab se adhik se adhik ficher dalne hai jo other contry ke parpase se fichar jodna hai"
2063,admin,false,""
2064,admin,false,""
2065,admin,false,"***********************************"
2066,admin,false,""
2067,admin,false,""
2068,admin,false,"meri website ka desh board ko or name ko india ke tirange  ke color me banao or ise is tarah se banao ki log adhik se adhik aakrshit ho"
2069,admin,false,""
2070,admin,false,""
